"word","definition","example_sentence","difficulty_level","difficulty_name","etymology","language_origin","pronunciation","pronunciation_ipa","pronunciation_tips","common_misspellings","audio_url","source_name","source_url","source_difficulty","source_year","definition_source","etymology_source","pronunciation_source","example_source"
"wrenches","A movement that twists or pulls violently; a tug.","The word ___ is important to understand.","2","Elementary","Etymology uncertain","","","/ɹɛnt͡ʃɪs/","","[]","","Scripps National Spelling Bee","","Year 2022","2022","Dictionary API","Claude","Dictionary API","Claude"
"wrestle","A wrestling bout.","The word ___ is important to understand.","2","Elementary","
The  is derived from ,<ref></ref> from ,<ref></ref> a  form of ,<ref></ref><ref>; </ref> from , ultimately from . |id2=frequentative}}. Probably related to  .

The  is derived from the verb.<ref>; </ref>


* ,  (modern )
*  (, )
* 
* 
","The","","/ˈɹɛ.səl/","","[]","","Scripps National Spelling Bee","","Year 2023","2023","Dictionary API","Wiktionary","Dictionary API","Claude"
"wretched","Very miserable; feeling deep affliction or distress.","The word ___ is important to understand.","2","Elementary","
From ,<ref></ref> from <ref></ref> (from Late , from , ultimately from ) +  forming s}}.<ref></ref> The English word is analysable as .<ref>Compare ; </ref>","Late","","/ˈɹɛtʃɪd/","","[]","","Scripps National Spelling Bee","","Year 2022","2022","Dictionary API","Wiktionary","Dictionary API","Claude"
"wriggle","A wriggling movement.","The word ___ is important to understand.","2","Elementary","From . Compare , . Related to , from .","","","/ˈɹɪɡəl/","Remember the double G","[]","","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Wiktionary","Dictionary API","Claude"
"wring","A powerful squeezing or twisting action.","The word ___ is important to understand.","1","Beginner","Etymology uncertain","","","/ɹɪŋ/","","[]","","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Claude","Dictionary API","Claude"
"write","The act or style of writing.","The word ___ is important to understand.","1","Beginner","From , from , from , from , from .

Cognate with , ,  (> , ), , , , , , , , . See also  and .","","","/ɹaɪt/","","[]","","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Wiktionary","Dictionary API","Claude"
"writers","A person who writes, or produces literary work.","The word ___ is important to understand.","1","Beginner","Etymology uncertain","","","/ˈɹaɪtəz/","","[]","","Scripps National Spelling Bee","","Year 2020","2020","Dictionary API","Claude","Dictionary API","Claude"
"writhes","A contortion.","The word ___ is important to understand.","2","Elementary","Etymology uncertain","","","","","[]","","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Claude","","Claude"
"written","To form letters, words or symbols on a surface in order to communicate.","The word ___ is important to understand.","2","Elementary","Morphologically .","","","/ˈɹɪtn̩/","Remember the double T","[]","","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Wiktionary","Dictionary API","Claude"
"wunderkind","A child prodigy; a phenom.","The word ___ is important to understand.","3","Intermediate",", from . Compare native wonderchild.","","","/ˈvʊn.də.kɪnd/","","[]","","Scripps National Spelling Bee","","Year 2023","2023","Dictionary API","Wiktionary","Dictionary API","Claude"
"wushu","Any Chinese martial art.","The word ___ is important to understand.","1","Beginner","From  .","","","/ˈwuːˈʃuː/","","[]","","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Wiktionary","Dictionary API","Claude"
"xenoglossy","","","2","Elementary","From , borrowed from .","","","","Remember the double S","[]","","Scripps National Spelling Bee","","Year 2021","2021","","Wiktionary","",""
"xerogel","","","2","Elementary","From .","","","","","[]","","Scripps National Spelling Bee","","Year 2025","2025","","Wiktionary","",""
"xiphias","","","2","Elementary"," or .","","","","'PH' makes an 'F' sound","[]","","Scripps National Spelling Bee","","Year 2024","2024","","Wiktionary","",""
"xiphophyllous","","","4","Advanced","From .","","","","Remember the double L; 'PH' makes an 'F' sound","[]","","Scripps National Spelling Bee","","Year 2025","2025","","Wiktionary","",""
"xylem","A vascular tissue in land plants primarily responsible for the distribution of water and minerals taken up by the roots; also the primary component of wood.","The word ___ is important to understand.","1","Beginner","From , from .","","","/ˈzaɪ.ləm/","","[]","","Scripps National Spelling Bee","","Year 2023","2023","Dictionary API","Wiktionary","Dictionary API","Claude"
"xyloglyphy","","","4","Advanced","From  +  + .","","","","'PH' makes an 'F' sound","[]","","Scripps National Spelling Bee","","Year 2025","2025","","Wiktionary","",""
"xylyl","","","1","Beginner","From .","","","","","[]","","Scripps National Spelling Bee","","Year 2020","2020","","Wiktionary","",""
"yabbies","A freshwater Australian crayfish of the genus Cherax, especially Cherax destructor.","The word ___ is important to understand.","2","Elementary","Etymology uncertain","","","","Remember the double B; Remember: 'I before E'","[]","","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Claude","","Claude"
"yakitori","A Japanese shish kebab-type dish made with small pieces of chicken or other ingredients cooked on skewers, often marinated in soy sauce or seasoned with salt.","The word ___ is important to understand.","4","Advanced"," , from  + .","","","/jækɪˈtɔəɹi/","","[]","","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Wiktionary","Dictionary API","Claude"
"yakitoripejorate","","","5","Expert","Etymology uncertain","","","","","[]","","Scripps National Spelling Bee","","Year 2020","2020","","Claude","",""
"yammer","The act or noise of yammering.","The word ___ is important to understand.","2","Elementary","From , , , , from , from , from , from , from . Reinforced by cognate  (modern ), from the same ultimate origin. Cognate also with , , , , , , . Compare also .","The","","/ˈjæm.ə/","Remember the double M","[]","https://api.dictionaryapi.dev/media/pronunciations/en/yammer-au.mp3","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Wiktionary","Dictionary API","Claude"
"yankee","A headsail resembling a genoa or a jib but with a high-cut clew, normally used together with a staysail. A sailing boat is typically equipped with three yankee sails of different sizes, number one being the largest.","The word ___ is important to understand.","2","Elementary","Etymology uncertain","","","","Remember the double E","[]","","Scripps National Spelling Bee","","Year 2021","2021","Dictionary API","Claude","","Claude"
"yardang","A large wind-eroded mass of soft or poorly consolidated rock in a desert region which lies parallel to the prevailing winds, often with an unusual shape.","The word ___ is important to understand.","2","Elementary","From ''yardan'',  of  (""cliff"", ""precipice"").","","","","","[]","","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Wiktionary","","Claude"
"yarn","A twisted strand of fiber used for knitting or weaving.","The word ___ is important to understand.","1","Beginner","
From , , , from the , from , from , from , .


Akin to , , , , , , , , . Compare also the obsolete doublet .
","The","","/jɑːn/","","[]","https://api.dictionaryapi.dev/media/pronunciations/en/yarn-au.mp3","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Wiktionary","Dictionary API","Claude"
"yawl","A small ship's boat, usually rowed by four or six oars.","The word ___ is important to understand.","1","Beginner","Borrowed from .","","","/jɔːl/","","[]","","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Wiktionary","Dictionary API","Claude"
"yawmeter","","","4","Advanced","From .","","","","","[]","","Scripps National Spelling Bee","","Year 2025","2025","","Wiktionary","",""
"yeanling","","","4","Advanced","From .","","","","","[]","","Scripps National Spelling Bee","","Year 2025","2025","","Wiktionary","",""
"year","A solar year, the time it takes the Earth to complete one revolution of the Sun (between 365.24 and 365.26 days depending on the point of reference).","The word ___ is important to understand.","1","Beginner","From , , from , , from , from , from .","","","/jɪə/","","[]","","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Wiktionary","Dictionary API","Claude"
"yearh","","","1","Beginner","Etymology uncertain","","","","","[]","","Scripps National Spelling Bee","","Year 2021","2021","","Claude","",""
"yearn","To long, have a strong desire (for something).","The word ___ is important to understand.","1","Beginner","Etymology uncertain","","","/jɜːn/","","[]","","Scripps National Spelling Bee","","Year 2021","2021","Dictionary API","Claude","Dictionary API","Claude"
"years","A solar year, the time it takes the Earth to complete one revolution of the Sun (between 365.24 and 365.26 days depending on the point of reference).","The word ___ is important to understand.","1","Beginner","Etymology uncertain","","","/ji.ə(ɹ)z/","","[]","","Scripps National Spelling Bee","","Year 2025","2025","Dictionary API","Claude","Dictionary API","Claude"
"yeatsian","","","2","Elementary","Etymology uncertain","","","","","[]","","Scripps National Spelling Bee","","Year 2022","2022","","Claude","",""
"yellow","The colour of gold, butter, or a lemon; the colour obtained by mixing green and red light, or by subtracting blue from white light.","The word ___ is important to understand.","2","Elementary","
From , from , oblique form of , from , from  , from , from .

Cognate with , , , , , , , . Compare also , , ,  , , , , , . 

The verb is from , , , from , from the adjective.","The","","/jɛlə/","Remember the double L","[]","","Scripps National Spelling Bee","","Year 2024","2024","Dictionary API","Wiktionary","Dictionary API","Claude"
"yellowfin","Any of various fish with yellow fins.","The word ___ is important to understand.","2","Elementary","From .","","","","Remember the double L","[]","","Scripps National Spelling Bee","","Year 2021","2021","Dictionary API","Wiktionary","","Claude"
"yeoman","An official providing honorable service in a royal or high noble household, ranking between a squire and a page. Especially, a Yeoman of the Guard, a member of a ceremonial bodyguard to the UK monarch (not to be confused with a Yeoman Warder).","The word ___ is important to understand.","1","Beginner","<!--PIE source of PG *mann- is uncertain-->

From , , from , from  (compare , ), compound of  (compare ,  (in , ), , , , ) + .<ref>Robert K. Barnhart, ed., ''Chambers Dictionary of Etymology'', s.v. “yeoman” (Edinburgh: Chambers, [2008], c1988), 1253.</ref><ref>''American Heritage Dictionary'', 4th edn., s.v. “yeoman”.</ref>","","","/ˈjəʊ.mən/","","[]","","Scripps National Spelling Bee","","Year 2020","2020","Dictionary API","Wiktionary","Dictionary API","Claude"
